,GEO,North American Industry Classification System (NAICS),REF_DATE,VALUE,Quarter,Year,Difference by Quarter,Median by Quarter,Median Change by Quarter,MAD by Quarter,Lower Bound,Upper Bound,ZScore,Normality
3003,Canada,Tobacco manufacturing [3122],2009-01-01,63.5,1,2009,-3.700000000000003,67.5,0.0,4.799999999999997,57.900000000000006,77.1,-0.8333333333333338,Normal
3004,Canada,Textiles,2009-01-01,63.3,1,2009,-8.100000000000009,76.8,-0.5,3.700000000000003,69.39999999999999,84.2,-3.648648648648646,Normal
3005,Canada,Textile mills [313],2009-01-01,66.1,1,2009,1.8999999999999915,78.0,0.5,3.5,71.0,85.0,-3.4000000000000017,Normal
3006,Canada,Textile product mills [314],2009-01-01,60.8,1,2009,-17.799999999999997,74.0,0.0,4.599999999999994,64.80000000000001,83.19999999999999,-2.8695652173913087,Normal
3007,Canada,Clothing manufacturing [315],2009-01-01,75.7,1,2009,9.299999999999997,78.0,-0.5,4.700000000000003,68.6,87.4,-0.48936170212765867,Normal
3008,Canada,Leather and allied product manufacturing [316],2009-01-01,57.8,1,2009,-14.299999999999997,75.6,1.9000000000000057,5.200000000000003,65.19999999999999,86.0,-3.4230769230769207,Normal
3009,Canada,Wood product manufacturing [321],2009-01-01,58.5,1,2009,-10.799999999999997,83.1,0.0,4.099999999999994,74.9,91.29999999999998,-6.000000000000007,Normal
3010,Canada,Paper manufacturing [322],2009-01-01,81.4,1,2009,-7.699999999999989,88.4,0.09999999999999432,2.0,84.4,92.4,-3.5,Normal
3011,Canada,Printing and related support activities [323],2009-01-01,73.5,1,2009,-0.9000000000000057,75.3,0.0,2.6000000000000085,70.09999999999998,80.50000000000001,-0.692307692307689,Normal
3012,Canada,Petroleum and coal products manufacturing [324],2009-01-01,78.0,1,2009,3.4000000000000057,85.8,0.0,4.900000000000006,75.99999999999999,95.60000000000001,-1.591836734693875,Normal
3013,Canada,Chemical manufacturing [325],2009-01-01,68.2,1,2009,-6.3999999999999915,80.1,-1.0999999999999943,3.0,74.1,86.1,-3.9666666666666637,Normal
3014,Canada,Plastics and rubber products manufacturing [326],2009-01-01,65.0,1,2009,-9.0,80.0,0.9000000000000057,5.099999999999994,69.80000000000001,90.19999999999999,-2.9411764705882386,Normal
3015,Canada,Plastic product manufacturing [3261],2009-01-01,63.3,1,2009,-10.100000000000009,77.7,0.7999999999999972,5.299999999999997,67.10000000000001,88.3,-2.716981132075474,Normal
3016,Canada,Rubber product manufacturing [3262],2009-01-01,74.7,1,2009,-2.5,83.8,-0.9000000000000057,6.400000000000006,70.99999999999999,96.60000000000001,-1.4218749999999978,Normal
3017,Canada,Non-metallic mineral product manufacturing [327],2009-01-01,63.1,1,2009,-15.300000000000004,76.0,1.5999999999999943,5.400000000000006,65.19999999999999,86.80000000000001,-2.388888888888886,Normal
3018,Canada,Primary metal manufacturing [331],2009-01-01,81.7,1,2009,-2.5,84.7,0.4000000000000057,6.0,72.7,96.7,-0.5,Normal
3019,Canada,Fabricated metal product manufacturing [332],2009-01-01,64.8,1,2009,-15.799999999999997,77.5,-0.29999999999999716,3.200000000000003,71.1,83.9,-3.9687499999999973,Normal
3020,Canada,Machinery manufacturing [333],2009-01-01,73.4,1,2009,-4.199999999999989,77.6,0.7999999999999972,4.0,69.6,85.6,-1.0499999999999972,Normal
3021,Canada,Computer and electronic product manufacturing [334],2009-01-01,84.8,1,2009,1.5999999999999943,81.7,0.0,3.0999999999999943,75.50000000000001,87.89999999999999,1.0,Normal
3022,Canada,"Electrical equipment, appliance and component manufacturing [335]",2009-01-01,75.2,1,2009,-4.099999999999994,78.9,0.0,3.700000000000003,71.5,86.30000000000001,-1.0,Normal
3023,Canada,Transportation equipment manufacturing [336],2009-01-01,57.5,1,2009,-12.799999999999997,83.1,0.20000000000000284,4.099999999999994,74.9,91.29999999999998,-6.243902439024398,Normal
3024,Canada,Furniture and related product manufacturing [337],2009-01-01,68.4,1,2009,-11.199999999999989,79.1,0.0,3.200000000000003,72.69999999999999,85.5,-3.3437499999999933,Normal
3025,Canada,Miscellaneous manufacturing [339],2009-01-01,77.7,1,2009,-3.8999999999999915,79.5,-1.0,3.700000000000003,72.1,86.9,-0.48648648648648535,Normal
3026,Canada,Total industrial,2009-04-01,71.8,2,2009,-8.799999999999997,81.6,0.0,2.299999999999997,77.0,86.19999999999999,-4.260869565217395,Normal
3027,Canada,Forestry and logging [113],2009-04-01,56.6,2,2009,-16.999999999999993,83.3,0.10000000000000853,4.8999999999999915,73.50000000000001,93.09999999999998,-5.448979591836744,Normal
3028,Canada,Mining and oil and gas extraction [21],2009-04-01,64.0,2,2009,-12.700000000000003,77.4,0.10000000000000853,4.3999999999999915,68.60000000000002,86.19999999999999,-3.0454545454545525,Normal
3029,Canada,Oil and gas extraction [211],2009-04-01,68.5,2,2009,-3.4000000000000057,78.6,0.29999999999999716,4.3999999999999915,69.80000000000001,87.39999999999998,-2.2954545454545485,Normal
3030,Canada,Mining,2009-04-01,57.9,2,2009,-25.6,73.6,0.4000000000000057,4.599999999999994,64.4,82.79999999999998,-3.4130434782608727,Normal
3031,Canada,"Electric power generation, transmission and distribution [2211]",2009-04-01,81.4,2,2009,-10.299999999999997,82.8,0.0,1.5,79.8,85.8,-0.9333333333333277,Normal
3032,Canada,Construction [23],2009-04-01,78.7,2,2009,-10.399999999999991,86.8,0.0,2.5,81.8,91.8,-3.2399999999999975,Normal
3033,Canada,Manufacturing [31-33],2009-04-01,70.1,2,2009,-6.200000000000003,81.1,0.20000000000000284,2.4000000000000057,76.29999999999998,85.9,-4.583333333333322,Normal
3034,Canada,Food manufacturing [311],2009-04-01,81.0,2,2009,4.299999999999997,79.5,0.0,1.2000000000000028,77.1,81.9,1.2499999999999971,Normal
3035,Canada,Beverage and tobacco product manufacturing [312],2009-04-01,69.6,2,2009,4.199999999999989,73.9,-0.10000000000000853,2.3000000000000114,69.29999999999998,78.50000000000003,-1.8695652173913,Normal
3036,Canada,Beverage manufacturing [3121],2009-04-01,71.8,2,2009,6.799999999999997,77.3,-0.4000000000000057,3.200000000000003,70.89999999999999,83.7,-1.7187499999999984,Normal
3037,Canada,Tobacco manufacturing [3122],2009-04-01,62.0,2,2009,-5.200000000000003,67.8,-0.10000000000000142,4.5,58.8,76.8,-1.2888888888888883,Normal
3038,Canada,Textiles,2009-04-01,60.8,2,2009,-12.799999999999997,76.6,-0.10000000000000853,3.200000000000003,70.19999999999999,83.0,-4.937499999999995,Normal
3039,Canada,Textile mills [313],2009-04-01,67.1,2,2009,0.6999999999999886,78.0,0.0,4.0,70.0,86.0,-2.7250000000000014,Normal
3040,Canada,Textile product mills [314],2009-04-01,55.6,2,2009,-25.1,74.8,-1.0,5.5,63.8,85.8,-3.4909090909090903,Normal
3041,Canada,Clothing manufacturing [315],2009-04-01,70.7,2,2009,4.799999999999997,79.5,-0.4000000000000057,4.200000000000003,71.1,87.9,-2.095238095238093,Normal
3042,Canada,Leather and allied product manufacturing [316],2009-04-01,61.8,2,2009,-7.6000000000000085,76.0,0.20000000000000284,5.599999999999994,64.80000000000001,87.19999999999999,-2.5357142857142887,Normal
3043,Canada,Wood product manufacturing [321],2009-04-01,55.5,2,2009,-15.0,82.5,-1.0,4.400000000000006,73.69999999999999,91.30000000000001,-6.136363636363629,Normal
3044,Canada,Paper manufacturing [322],2009-04-01,79.0,2,2009,-10.700000000000003,88.1,-0.6999999999999886,2.0999999999999943,83.9,92.29999999999998,-4.333333333333342,Normal
3045,Canada,Printing and related support activities [323],2009-04-01,72.9,2,2009,-1.2999999999999972,75.4,0.09999999999999432,2.1999999999999886,71.00000000000003,79.79999999999998,-1.1363636363636422,Normal
3046,Canada,Petroleum and coal products manufacturing [324],2009-04-01,76.5,2,2009,0.7000000000000028,86.7,0.4000000000000057,4.599999999999994,77.50000000000001,95.89999999999999,-2.2173913043478293,Normal
3047,Canada,Chemical manufacturing [325],2009-04-01,70.7,2,2009,-5.0,80.0,0.20000000000000284,3.200000000000003,73.6,86.4,-2.9062499999999964,Normal
3048,Canada,Plastics and rubber products manufacturing [326],2009-04-01,65.6,2,2009,-8.900000000000006,80.5,0.5,4.200000000000003,72.1,88.9,-3.5476190476190466,Normal
3049,Canada,Plastic product manufacturing [3261],2009-04-01,64.1,2,2009,-10.400000000000006,78.3,0.0,4.799999999999997,68.7,87.89999999999999,-2.9583333333333357,Normal
3050,Canada,Rubber product manufacturing [3262],2009-04-01,73.8,2,2009,-0.5,84.6,0.0,4.6000000000000085,75.39999999999998,93.80000000000001,-2.3478260869565166,Normal
3051,Canada,Non-metallic mineral product manufacturing [327],2009-04-01,64.7,2,2009,-13.5,75.6,0.09999999999999432,4.299999999999997,67.0,84.19999999999999,-2.534883720930232,Normal
3052,Canada,Primary metal manufacturing [331],2009-04-01,75.7,2,2009,-13.200000000000003,87.0,0.0,5.299999999999997,76.4,97.6,-2.132075471698114,Normal
3053,Canada,Fabricated metal product manufacturing [332],2009-04-01,63.9,2,2009,-13.600000000000001,77.9,0.3999999999999915,2.5999999999999943,72.70000000000002,83.1,-5.384615384615399,Normal
3054,Canada,Machinery manufacturing [333],2009-04-01,69.9,2,2009,-10.699999999999989,78.6,0.20000000000000284,2.8000000000000114,72.99999999999997,84.20000000000002,-3.1071428571428403,Normal
3055,Canada,Computer and electronic product manufacturing [334],2009-04-01,79.9,2,2009,-7.799999999999997,80.4,0.0,5.8999999999999915,68.60000000000002,92.19999999999999,-0.08474576271186453,Normal
3056,Canada,"Electrical equipment, appliance and component manufacturing [335]",2009-04-01,73.1,2,2009,-5.900000000000006,78.0,0.0,3.0,72.0,84.0,-1.6333333333333353,Normal
3057,Canada,Transportation equipment manufacturing [336],2009-04-01,60.9,2,2009,-6.899999999999999,84.3,0.5999999999999943,4.299999999999997,75.7,92.89999999999999,-5.4418604651162825,Normal
3058,Canada,Furniture and related product manufacturing [337],2009-04-01,66.6,2,2009,-13.100000000000009,78.9,0.0,2.9000000000000057,73.1,84.70000000000002,-4.241379310344823,Normal
3059,Canada,Miscellaneous manufacturing [339],2009-04-01,78.7,2,2009,-5.8999999999999915,79.5,0.0,2.9000000000000057,73.69999999999999,85.30000000000001,-0.27586206896551574,Normal
3060,Canada,Total industrial,2009-07-01,73.0,3,2009,-7.900000000000006,81.6,0.0,2.1000000000000014,77.39999999999999,85.8,-4.09523809523809,Normal
3061,Canada,Forestry and logging [113],2009-07-01,58.5,3,2009,-22.400000000000006,82.9,0.29999999999999716,5.5,71.9,93.9,-4.436363636363637,Normal
3062,Canada,Mining and oil and gas extraction [21],2009-07-01,62.9,3,2009,-16.1,78.4,0.19999999999999574,3.9499999999999957,70.50000000000001,86.3,-3.924050632911398,Normal
3063,Canada,Oil and gas extraction [211],2009-07-01,69.5,3,2009,-3.200000000000003,78.0,-0.25,4.650000000000006,68.69999999999999,87.30000000000001,-1.8279569892473095,Normal
3064,Canada,Mining,2009-07-01,54.0,3,2009,-33.8,73.55,0.14999999999999858,5.350000000000001,62.849999999999994,84.25,-3.654205607476634,Normal
3065,Canada,"Electric power generation, transmission and distribution [2211]",2009-07-01,80.8,3,2009,-10.299999999999997,83.45,0.19999999999999574,2.049999999999997,79.35000000000001,87.55,-1.2926829268292728,Normal
3066,Canada,Construction [23],2009-07-01,79.5,3,2009,-8.599999999999994,87.4,0.0,2.4000000000000057,82.6,92.20000000000002,-3.291666666666661,Normal
3067,Canada,Manufacturing [31-33],2009-07-01,72.7,3,2009,-3.799999999999997,80.8,0.0,2.4499999999999957,75.9,85.69999999999999,-3.306122448979595,Normal
3068,Canada,Food manufacturing [311],2009-07-01,82.5,3,2009,5.0,79.85,-0.10000000000000142,1.0999999999999943,77.65,82.04999999999998,2.4090909090909265,Unusual
3069,Canada,Beverage and tobacco product manufacturing [312],2009-07-01,70.4,3,2009,5.1000000000000085,73.6,-0.05000000000000426,2.1000000000000014,69.39999999999999,77.8,-1.5238095238095173,Normal
3070,Canada,Beverage manufacturing [3121],2009-07-01,73.4,3,2009,8.0,76.65,0.05000000000000426,3.8500000000000014,68.95,84.35000000000001,-0.8441558441558439,Normal
3071,Canada,Tobacco manufacturing [3122],2009-07-01,60.3,3,2009,-4.6000000000000085,67.15,-0.8500000000000014,3.450000000000003,60.25,74.05000000000001,-1.9855072463768124,Normal
3072,Canada,Textiles,2009-07-01,63.5,3,2009,-10.0,76.65,0.25,3.3999999999999986,69.85000000000001,83.45,-3.8676470588235325,Normal
3073,Canada,Textile mills [313],2009-07-01,71.9,3,2009,3.0,77.0,0.10000000000000853,3.299999999999997,70.4,83.6,-1.545454545454545,Normal
3074,Canada,Textile product mills [314],2009-07-01,56.6,3,2009,-21.4,74.45,0.24999999999999645,4.700000000000003,65.05,83.85000000000001,-3.79787234042553,Normal
3075,Canada,Clothing manufacturing [315],2009-07-01,68.9,3,2009,-3.799999999999997,79.19999999999999,-1.9499999999999957,4.000000000000007,71.19999999999997,87.2,-2.5749999999999913,Normal
3076,Canada,Leather and allied product manufacturing [316],2009-07-01,62.4,3,2009,0.10000000000000142,74.30000000000001,0.05000000000000071,2.79999999999999,68.70000000000003,79.89999999999999,-4.2500000000000195,Normal
3077,Canada,Wood product manufacturing [321],2009-07-01,62.5,3,2009,-8.299999999999997,83.25,-1.0,4.5,74.25,92.25,-4.611111111111111,Normal
3078,Canada,Paper manufacturing [322],2009-07-01,81.1,3,2009,-9.5,88.35,-0.10000000000000142,2.5999999999999943,83.15,93.54999999999998,-2.7884615384615445,Normal
3079,Canada,Printing and related support activities [323],2009-07-01,72.4,3,2009,-0.6999999999999886,75.85,0.3999999999999986,3.0,69.85,81.85,-1.1499999999999961,Normal
3080,Canada,Petroleum and coal products manufacturing [324],2009-07-01,77.7,3,2009,3.6000000000000085,86.6,0.7499999999999929,3.1499999999999986,80.3,92.89999999999999,-2.825396825396824,Normal
3081,Canada,Chemical manufacturing [325],2009-07-01,71.1,3,2009,-4.6000000000000085,80.4,-0.19999999999999574,3.6499999999999986,73.10000000000001,87.7,-2.547945205479456,Normal
3082,Canada,Plastics and rubber products manufacturing [326],2009-07-01,69.4,3,2009,-4.699999999999989,79.75,-0.04999999999999716,4.650000000000006,70.44999999999999,89.05000000000001,-2.2258064516128995,Normal
3083,Canada,Plastic product manufacturing [3261],2009-07-01,68.2,3,2009,-5.799999999999997,78.05,0.10000000000000142,4.199999999999996,69.65,86.44999999999999,-2.3452380952380962,Normal
3084,Canada,Rubber product manufacturing [3262],2009-07-01,76.3,3,2009,1.8999999999999915,86.0,1.1000000000000014,4.25,77.5,94.5,-2.2823529411764714,Normal
3085,Canada,Non-metallic mineral product manufacturing [327],2009-07-01,69.4,3,2009,-11.299999999999997,75.4,-0.3500000000000014,4.200000000000003,67.0,83.80000000000001,-1.4285714285714277,Normal
3086,Canada,Primary metal manufacturing [331],2009-07-01,72.5,3,2009,-26.200000000000003,85.4,-0.5999999999999943,5.149999999999999,75.10000000000001,95.7,-2.504854368932041,Normal
3087,Canada,Fabricated metal product manufacturing [332],2009-07-01,64.2,3,2009,-11.200000000000003,78.05,-0.25,2.799999999999997,72.45,83.64999999999999,-4.946428571428575,Normal
3088,Canada,Machinery manufacturing [333],2009-07-01,67.7,3,2009,-12.700000000000003,78.75,0.75,2.950000000000003,72.85,84.65,-3.745762711864402,Normal
3089,Canada,Computer and electronic product manufacturing [334],2009-07-01,84.3,3,2009,-4.1000000000000085,81.75,0.45000000000000284,3.9000000000000057,73.94999999999999,89.55000000000001,0.6538461538461522,Normal
3090,Canada,"Electrical equipment, appliance and component manufacturing [335]",2009-07-01,77.3,3,2009,-3.799999999999997,78.15,0.0,3.25,71.65,84.65,-0.26153846153846416,Normal
3091,Canada,Transportation equipment manufacturing [336],2009-07-01,71.7,3,2009,6.0,83.1,0.7000000000000028,4.400000000000006,74.29999999999998,91.9,-2.5909090909090855,Normal
3092,Canada,Furniture and related product manufacturing [337],2009-07-01,70.1,3,2009,-8.700000000000003,79.69999999999999,0.10000000000000142,3.1000000000000156,73.49999999999996,85.90000000000002,-3.0967741935483697,Normal
3093,Canada,Miscellaneous manufacturing [339],2009-07-01,74.9,3,2009,-10.899999999999991,79.55000000000001,-0.05000000000000426,3.04999999999999,73.45000000000003,85.64999999999999,-1.524590163934433,Normal
3094,Canada,Total industrial,2009-10-01,75.4,4,2009,-3.299999999999997,81.35,0.0,2.0999999999999943,77.15,85.54999999999998,-2.8333333333333357,Normal
3095,Canada,Forestry and logging [113],2009-10-01,67.5,4,2009,-11.099999999999994,80.19999999999999,-0.15000000000000568,4.500000000000007,71.19999999999997,89.2,-2.8222222222222153,Normal
3096,Canada,Mining and oil and gas extraction [21],2009-10-01,65.4,4,2009,-9.5,77.1,0.20000000000000284,4.350000000000001,68.39999999999999,85.8,-2.6896551724137896,Normal
3097,Canada,Oil and gas extraction [211],2009-10-01,69.2,4,2009,-2.5,78.45,-0.14999999999999858,4.5,69.45,87.45,-2.0555555555555554,Normal
3098,Canada,Mining,2009-10-01,60.3,4,2009,-19.0,72.35,-0.29999999999999716,4.449999999999996,63.45,81.24999999999999,-2.707865168539328,Normal
3099,Canada,"Electric power generation, transmission and distribution [2211]",2009-10-01,83.9,4,2009,-4.299999999999997,83.4,-0.2499999999999929,1.3999999999999986,80.60000000000001,86.2,0.3571428571428575,Normal
3100,Canada,Construction [23],2009-10-01,81.9,4,2009,-4.699999999999989,87.75,0.10000000000000142,3.1000000000000014,81.55,93.95,-1.8870967741935456,Normal
3101,Canada,Manufacturing [31-33],2009-10-01,74.8,4,2009,0.20000000000000284,80.6,0.10000000000000853,2.9000000000000057,74.79999999999998,86.4,-1.9999999999999951,Normal
3102,Canada,Food manufacturing [311],2009-10-01,81.9,4,2009,2.1000000000000085,80.0,0.04999999999999716,0.7999999999999972,78.4,81.6,2.3750000000000155,Unusual
3103,Canada,Beverage and tobacco product manufacturing [312],2009-10-01,75.5,4,2009,9.099999999999994,74.0,0.3500000000000014,2.3500000000000014,69.3,78.7,0.6382978723404251,Normal
3104,Canada,Beverage manufacturing [3121],2009-10-01,79.0,4,2009,11.700000000000003,77.35,0.25,4.5,68.35,86.35,0.3666666666666679,Normal
3105,Canada,Tobacco manufacturing [3122],2009-10-01,65.0,4,2009,2.299999999999997,67.85,0.29999999999999716,5.149999999999999,57.55,78.14999999999999,-0.5533980582524263,Normal
3106,Canada,Textiles,2009-10-01,71.1,4,2009,1.2999999999999972,76.25,-0.10000000000000142,3.1499999999999986,69.95,82.55,-1.6349206349206375,Normal
3107,Canada,Textile mills [313],2009-10-01,74.4,4,2009,5.5,78.44999999999999,0.04999999999999716,3.999999999999986,70.45000000000002,86.44999999999996,-1.0124999999999993,Normal
3108,Canada,Textile product mills [314],2009-10-01,68.2,4,2009,-2.5,74.05,-0.3999999999999986,5.25,63.55,84.55,-1.1142857142857132,Normal
3109,Canada,Clothing manufacturing [315],2009-10-01,68.7,4,2009,-6.299999999999997,77.75,-0.14999999999999858,3.799999999999997,70.15,85.35,-2.381578947368422,Normal
3110,Canada,Leather and allied product manufacturing [316],2009-10-01,56.4,4,2009,-4.200000000000003,75.25,1.0,4.25,66.75,83.75,-4.435294117647059,Normal
3111,Canada,Wood product manufacturing [321],2009-10-01,67.9,4,2009,1.3000000000000114,83.4,-1.5,4.5,74.4,92.4,-3.4444444444444446,Normal
3112,Canada,Paper manufacturing [322],2009-10-01,86.5,4,2009,4.400000000000006,87.85,-0.6000000000000014,2.0500000000000043,83.74999999999999,91.95,-0.6585365853658495,Normal
3113,Canada,Printing and related support activities [323],2009-10-01,74.1,4,2009,-0.7000000000000028,75.30000000000001,0.14999999999999858,2.8499999999999943,69.60000000000002,81.0,-0.4210526315789542,Normal
3114,Canada,Petroleum and coal products manufacturing [324],2009-10-01,79.4,4,2009,3.9000000000000057,86.0,-0.8999999999999986,4.700000000000003,76.6,95.4,-1.4042553191489342,Normal
3115,Canada,Chemical manufacturing [325],2009-10-01,73.6,4,2009,-0.4000000000000057,80.4,-0.05000000000000426,3.6500000000000057,73.1,87.70000000000002,-1.863013698630137,Normal
3116,Canada,Plastics and rubber products manufacturing [326],2009-10-01,71.0,4,2009,1.5,80.65,0.5,4.899999999999999,70.85000000000001,90.45,-1.9693877551020424,Normal
3117,Canada,Plastic product manufacturing [3261],2009-10-01,69.3,4,2009,0.7999999999999972,78.0,0.5,5.549999999999997,66.9,89.1,-1.5675675675675689,Normal
3118,Canada,Rubber product manufacturing [3262],2009-10-01,80.0,4,2009,4.700000000000003,84.35,0.09999999999999432,4.350000000000001,75.64999999999999,93.05,-0.9999999999999983,Normal
3119,Canada,Non-metallic mineral product manufacturing [327],2009-10-01,73.2,4,2009,-2.799999999999997,76.25,-0.04999999999999716,4.549999999999997,67.15,85.35,-0.6703296703296702,Normal
3120,Canada,Primary metal manufacturing [331],2009-10-01,74.0,4,2009,-10.200000000000003,84.65,-0.14999999999999858,6.199999999999996,72.25000000000001,97.05,-1.717741935483873,Normal
3121,Canada,Fabricated metal product manufacturing [332],2009-10-01,65.5,4,2009,-7.5,77.55000000000001,0.3999999999999986,3.3500000000000014,70.85000000000001,84.25000000000001,-3.597014925373136,Normal
3122,Canada,Machinery manufacturing [333],2009-10-01,67.7,4,2009,-13.599999999999994,77.94999999999999,0.15000000000000568,3.5,70.94999999999999,84.94999999999999,-2.9285714285714244,Normal
3123,Canada,Computer and electronic product manufacturing [334],2009-10-01,84.9,4,2009,-4.599999999999994,81.4,0.29999999999999716,3.049999999999997,75.30000000000001,87.5,1.1475409836065584,Normal
3124,Canada,"Electrical equipment, appliance and component manufacturing [335]",2009-10-01,72.4,4,2009,-11.0,77.95,1.3000000000000043,3.950000000000003,70.05,85.85000000000001,-1.4050632911392387,Normal
3125,Canada,Transportation equipment manufacturing [336],2009-10-01,76.7,4,2009,13.400000000000006,83.05,-0.19999999999999574,4.000000000000007,75.04999999999998,91.05000000000001,-1.5874999999999957,Normal
3126,Canada,Furniture and related product manufacturing [337],2009-10-01,70.9,4,2009,-5.0,79.1,0.05000000000000426,3.1499999999999986,72.8,85.39999999999999,-2.6031746031746006,Normal
3127,Canada,Miscellaneous manufacturing [339],2009-10-01,72.6,4,2009,-13.800000000000011,78.45,-0.3499999999999943,3.0,72.45,84.45,-1.9500000000000028,Normal
3128,Canada,Total industrial,2010-01-01,77.8,1,2010,4.0,81.1,0.20000000000000284,2.299999999999997,76.5,85.69999999999999,-1.4347826086956528,Normal
3129,Canada,Forestry and logging [113],2010-01-01,72.9,1,2010,1.8000000000000114,81.8,-1.2999999999999972,4.700000000000003,72.39999999999999,91.2,-1.8936170212765928,Normal
3130,Canada,Mining and oil and gas extraction [21],2010-01-01,69.3,1,2010,0.09999999999999432,77.9,0.20000000000000284,4.5,68.9,86.9,-1.911111111111113,Normal
3131,Canada,Oil and gas extraction [211],2010-01-01,69.6,1,2010,-1.5,78.5,0.0,4.700000000000003,69.1,87.9,-1.8936170212765957,Normal
3132,Canada,Mining,2010-01-01,68.8,1,2010,2.200000000000003,73.7,0.5,5.1000000000000085,63.499999999999986,83.90000000000002,-0.9607843137254897,Normal
3133,Canada,"Electric power generation, transmission and distribution [2211]",2010-01-01,84.4,1,2010,0.0,83.6,0.0,1.9000000000000057,79.79999999999998,87.4,0.4210526315789521,Normal
3134,Canada,Construction [23],2010-01-01,84.2,1,2010,3.9000000000000057,87.4,0.29999999999999716,3.1000000000000085,81.19999999999999,93.60000000000002,-1.032258064516127,Normal
3135,Canada,Manufacturing [31-33],2010-01-01,76.7,1,2010,6.200000000000003,80.7,0.3999999999999915,2.700000000000003,75.3,86.10000000000001,-1.4814814814814798,Normal
3136,Canada,Food manufacturing [311],2010-01-01,81.2,1,2010,-0.20000000000000284,79.9,-0.29999999999999716,1.0999999999999943,77.70000000000002,82.1,1.1818181818181854,Normal
3137,Canada,Beverage and tobacco product manufacturing [312],2010-01-01,71.9,1,2010,0.7000000000000028,74.1,0.5,2.8000000000000114,68.49999999999997,79.70000000000002,-0.7857142857142785,Normal
3138,Canada,Beverage manufacturing [3121],2010-01-01,73.5,1,2010,0.20000000000000284,76.5,0.20000000000000284,3.200000000000003,70.1,82.9,-0.9374999999999992,Normal
3139,Canada,Tobacco manufacturing [3122],2010-01-01,67.0,1,2010,3.5,67.5,0.0,4.799999999999997,57.900000000000006,77.1,-0.10416666666666673,Normal
3140,Canada,Textiles,2010-01-01,73.1,1,2010,9.799999999999997,76.8,-0.5,3.700000000000003,69.39999999999999,84.2,-1.0,Normal
3141,Canada,Textile mills [313],2010-01-01,72.0,1,2010,5.900000000000006,78.0,0.5,3.5,71.0,85.0,-1.7142857142857142,Normal
3142,Canada,Textile product mills [314],2010-01-01,74.0,1,2010,13.200000000000003,74.0,0.0,4.599999999999994,64.80000000000001,83.19999999999999,0.0,Normal
3143,Canada,Clothing manufacturing [315],2010-01-01,74.2,1,2010,-1.5,78.0,-0.5,4.700000000000003,68.6,87.4,-0.8085106382978713,Normal
3144,Canada,Leather and allied product manufacturing [316],2010-01-01,63.9,1,2010,6.100000000000001,75.6,1.9000000000000057,5.200000000000003,65.19999999999999,86.0,-2.249999999999998,Normal
3145,Canada,Wood product manufacturing [321],2010-01-01,68.7,1,2010,10.200000000000003,83.1,0.0,4.099999999999994,74.9,91.29999999999998,-3.512195121951222,Normal
3146,Canada,Paper manufacturing [322],2010-01-01,87.3,1,2010,5.8999999999999915,88.4,0.09999999999999432,2.0,84.4,92.4,-0.5500000000000043,Normal
3147,Canada,Printing and related support activities [323],2010-01-01,73.3,1,2010,-0.20000000000000284,75.3,0.0,2.6000000000000085,70.09999999999998,80.50000000000001,-0.7692307692307667,Normal
3148,Canada,Petroleum and coal products manufacturing [324],2010-01-01,83.1,1,2010,5.099999999999994,85.8,0.0,4.900000000000006,75.99999999999999,95.60000000000001,-0.5510204081632653,Normal
3149,Canada,Chemical manufacturing [325],2010-01-01,78.3,1,2010,10.099999999999994,80.1,-1.0999999999999943,3.0,74.1,86.1,-0.5999999999999991,Normal
3150,Canada,Plastics and rubber products manufacturing [326],2010-01-01,72.6,1,2010,7.599999999999994,80.0,0.9000000000000057,5.099999999999994,69.80000000000001,90.19999999999999,-1.4509803921568656,Normal
3151,Canada,Plastic product manufacturing [3261],2010-01-01,71.4,1,2010,8.100000000000009,77.7,0.7999999999999972,5.299999999999997,67.10000000000001,88.3,-1.188679245283019,Normal
3152,Canada,Rubber product manufacturing [3262],2010-01-01,78.9,1,2010,4.200000000000003,83.8,-0.9000000000000057,6.400000000000006,70.99999999999999,96.60000000000001,-0.765624999999998,Normal
3153,Canada,Non-metallic mineral product manufacturing [327],2010-01-01,73.9,1,2010,10.800000000000004,76.0,1.5999999999999943,5.400000000000006,65.19999999999999,86.80000000000001,-0.38888888888888745,Normal
3154,Canada,Primary metal manufacturing [331],2010-01-01,76.4,1,2010,-5.299999999999997,84.7,0.4000000000000057,6.0,72.7,96.7,-1.3833333333333329,Normal
3155,Canada,Fabricated metal product manufacturing [332],2010-01-01,70.3,1,2010,5.5,77.5,-0.29999999999999716,3.200000000000003,71.1,83.9,-2.249999999999999,Normal
3156,Canada,Machinery manufacturing [333],2010-01-01,70.5,1,2010,-2.9000000000000057,77.6,0.7999999999999972,4.0,69.6,85.6,-1.7749999999999986,Normal
3157,Canada,Computer and electronic product manufacturing [334],2010-01-01,86.5,1,2010,1.7000000000000028,81.7,0.0,3.0999999999999943,75.50000000000001,87.89999999999999,1.5483870967741955,Normal
3158,Canada,"Electrical equipment, appliance and component manufacturing [335]",2010-01-01,70.0,1,2010,-5.200000000000003,78.9,0.0,3.700000000000003,71.5,86.30000000000001,-2.4054054054054053,Normal
3159,Canada,Transportation equipment manufacturing [336],2010-01-01,78.6,1,2010,21.099999999999994,83.1,0.20000000000000284,4.099999999999994,74.9,91.29999999999998,-1.0975609756097575,Normal
